root,arabic,count,n_lemmas,top_lemmas,pos_distribution,cluster_id,cluster_name,n_surahs,meccan_share,top_co_roots,is_bridge,n_neighbor_clusters,notable
drA,درا,5,2,yadora&uA@ (يَدْرَؤُا@) x4; {d~a`ra`#o (ٱدَّٰرَٰ#ْ) x1,V: 100%,66,Jihād fī Sabīl Allāh,5,0.2,Alh (اله) x2; kwn (كون) x2; nfs (نفس) x2; qtl (قتل) x2; Hsn (حسن) x2,True,6,verb-only; rare (5 occ.); bridge (6 clusters); in named cluster: Jihād fī Sabīl Allāh
qsw,قسو,7,3,qasato (قَسَتْ) x3; qa`siyap (قَٰسِيَة) x3; qasowap (قَسْوَة) x1,"N: 57%, V: 43%",28,,6,0.286,qlb (قلب) x6; Alh (اله) x4; *kr (ذكر) x3; $qq (شقق) x2; Eml (عمل) x2,True,7,bridge (7 clusters)
$dd,شدد,102,5,$adiyd (شَدِيد) x56; >a$ad~ (أَشَدّ) x31; >a$ud~ (أَشُدّ) x8,"N: 55%, ADJ: 38%",4,"Revelation, Speech & Disbelief",48,0.559,Alh (اله) x47; E*b (عذب) x30; kwn (كون) x24; qwl (قول) x19; kfr (كفر) x18,True,48,"high inter-cluster connectivity (48 clusters); in named cluster: Revelation, Speech & Disbelief"
$qq,شقق,28,9,$iqaAq (شِقَاق) x7; $aA^q~u (شَا^قُّ) x7; {n$aq~a (ٱنشَقَّ) x5,"V: 61%, N: 36%",28,,21,0.5,Alh (اله) x11; bEd (بعد) x8; kwn (كون) x6; smw (سمو) x5; Elm (علم) x4,True,13,high inter-cluster connectivity (13 clusters)
x$y,خشي,48,2,xa$iYa (خَشِىَ) x40; xa$oyap (خَشْيَة) x8,"V: 83%, N: 17%",4,"Revelation, Speech & Disbelief",24,0.458,Alh (اله) x21; rbb (ربب) x12; kwn (كون) x10; qwl (قول) x9; nws (نوس) x8,True,24,"high inter-cluster connectivity (24 clusters); in named cluster: Revelation, Speech & Disbelief"
gfl,غفل,35,5,ga`fil (غَٰفِل) x27; gafolap (غَفْلَة) x5; tagofulu (تَغْفُلُ) x1,"N: 91%, V: 6%",42,,21,0.771,kwn (كون) x16; Alh (اله) x13; Eml (عمل) x11; rbb (ربب) x9; qwl (قول) x8,True,26,high inter-cluster connectivity (26 clusters)
TmE,طمع,12,2,yaTomaEu (يَطْمَعُ) x8; TamaE (طَمَع) x4,"V: 67%, N: 33%",75,Witnessing the Visible Sign,10,0.667,xwf (خوف) x4; Alh (اله) x3; Amn (امن) x3; bEd (بعد) x3; dxl (دخل) x3,True,11,high inter-cluster connectivity (11 clusters); in named cluster: Witnessing the Visible Sign
Hrf,حرف,6,3,yuHar~ifu (يُحَرِّفُ) x4; mutaHar~if (مُتَحَرِّف) x1; Harof (حَرْف) x1,"V: 67%, N: 33%",156,,5,0.0,Alh (اله) x6; klm (كلم) x4; Amn (امن) x3; smE (سمع) x3; wDE (وضع) x3,True,11,high Medinan concentration; high inter-cluster connectivity (11 clusters)
Hdv,حدث,36,4,Hadiyv (حَدِيث) x28; tuHad~ivu (تُحَدِّثُ) x3; yuHodivu (يُحْدِثُ) x3,"N: 83%, V: 17%",4,"Revelation, Speech & Disbelief",28,0.75,Alh (اله) x13; Aty (اتي) x10; Amn (امن) x8; rbb (ربب) x8; bEd (بعد) x8,True,21,"high inter-cluster connectivity (21 clusters); in named cluster: Revelation, Speech & Disbelief"
ftH,فتح,38,8,fataHa (فَتَحَ) x16; fatoH (فَتْح) x12; {sotafotaHu (ٱسْتَفْتَحُ) x3,"V: 53%, N: 47%",162,,25,0.632,Alh (اله) x14; qwl (قول) x10; Amn (امن) x9; bwb (بوب) x9; kwn (كون) x7,True,23,high inter-cluster connectivity (23 clusters)
Hjj,حجج,33,8,HaA^j~a (حَا^جَّ) x12; Haj~ (حَجّ) x9; Huj~ap (حُجَّة) x7,"N: 58%, V: 42%",4,"Revelation, Speech & Disbelief",10,0.303,Alh (اله) x20; qwl (قول) x13; Elm (علم) x10; rbb (ربب) x8; hdy (هدي) x8,True,22,"high inter-cluster connectivity (22 clusters); in named cluster: Revelation, Speech & Disbelief"
Eln,علن,16,2,>aEolan (أَعْلَن) x12; EalaAniyap (عَلَانِيَة) x4,"V: 75%, N: 25%",130,,12,0.688,srr (سرر) x12; Elm (علم) x11; Alh (اله) x8; rbb (ربب) x6; nfq (نفق) x4,True,13,high inter-cluster connectivity (13 clusters)
Amm,امم,118,6,>um~ap (أُمَّة) x64; >um~ (أُمّ) x34; <imaAm (إِمَام) x12,"N: 97%, ADJ: 2%",4,"Revelation, Speech & Disbelief",42,0.686,kwn (كون) x35; Alh (اله) x35; qwl (قول) x26; rbb (ربب) x23; kll (كلل) x23,True,45,"high inter-cluster connectivity (45 clusters); in named cluster: Revelation, Speech & Disbelief"
mny,مني,21,6,>umoniy~at (أُمْنِيَّت) x6; yataman~a (يَتَمَنَّ) x6; taman~aY`^ (تَمَنَّىٰ^) x3,"V: 67%, N: 33%",8,Allegiance & the Object of Worship,10,0.286,Alh (اله) x10; kwn (كون) x8; Elm (علم) x5; qwl (قول) x5; dwn (دون) x4,True,13,high inter-cluster connectivity (13 clusters); in named cluster: Allegiance & the Object of Worship
ksb,كسب,67,2,kasaba (كَسَبَ) x62; {kotasaba (ٱكْتَسَبَ) x5,V: 100%,406,,27,0.567,Alh (اله) x26; kwn (كون) x26; nfs (نفس) x15; kll (كلل) x14; ywm (يوم) x11,True,30,verb-only; high inter-cluster connectivity (30 clusters)
mss,مسس,61,4,mas~a (مَسَّ) x56; mas~ (مَسّ) x2; yatamaA^s~a (يَتَمَا^سَّ) x2,"V: 95%, N: 3%",34,,29,0.705,Alh (اله) x26; qwl (قول) x22; Drr (ضرر) x17; E*b (عذب) x14; kwn (كون) x12,True,30,high inter-cluster connectivity (30 clusters)
wld,ولد,102,8,walad (وَلَد) x56; waAlid (وَالِد) x14; wa`liday (وَٰلِدَي) x10,"N: 91%, V: 9%",19,Household Law & Lineage,39,0.539,Alh (اله) x42; qwl (قول) x30; kwn (كون) x22; $yA (شيا) x16; mwl (مول) x16,True,42,high inter-cluster connectivity (42 clusters); in named cluster: Household Law & Lineage
ytm,يتم,23,1,yatiym (يَتِيم) x23,"N: 91%, ADJ: 9%",19,Household Law & Lineage,12,0.348,Alh (اله) x10; qrb (قرب) x10; kwn (كون) x9; skn (سكن) x8; bny (بني) x6,True,19,high inter-cluster connectivity (19 clusters); in named cluster: Household Law & Lineage
dwr,دور,55,6,daAr (دَار) x48; daA^}irap (دَا^ئِرَة) x3; tudiyru (تُدِيرُ) x1,"N: 96%, V: 4%",95,,27,0.509,Alh (اله) x27; kwn (كون) x16; xrj (خرج) x12; Axr (اخر) x11; qwl (قول) x11,True,30,high inter-cluster connectivity (30 clusters)
Zhr,ظهر,59,10,Zahor (ظَهْر) x15; Zahara (ظَهَرَ) x10; Za`hir (ظَٰهِر) x8,"N: 53%, V: 44%",8,Allegiance & the Object of Worship,30,0.559,Alh (اله) x27; qwl (قول) x23; kwn (كون) x13; Elm (علم) x12; rbb (ربب) x10,True,44,high inter-cluster connectivity (44 clusters); in named cluster: Allegiance & the Object of Worship
Avm,اثم,48,5,<ivom (إِثْم) x35; >aviym (أَثِيم) x7; A^vim (ا^ثِم) x3,"N: 85%, ADJ: 15%",90,Sin–Mercy Economy,21,0.271,Alh (اله) x22; Edw (عدو) x9; kwn (كون) x9; byn (بين) x8; Amn (امن) x7,True,30,high inter-cluster connectivity (30 clusters); in named cluster: Sin–Mercy Economy
Asr,اسر,6,3,>asiyr (أَسِير) x4; ta>osiru (تَأْسِرُ) x1; >asor (أَسْر) x1,"N: 83%, V: 17%",4,"Revelation, Speech & Disbelief",4,0.0,Alh (اله) x3; $dd (شدد) x2; Aty (اتي) x2; Zhr (ظهر) x2; dnw (دنو) x2,True,5,"high Medinan concentration; bridge (5 clusters); in named cluster: Revelation, Speech & Disbelief"
fdy,فدي,13,5,{fotadaY` (ٱفْتَدَىٰ) x7; fidoyap (فِدْيَة) x3; tufa`du (تُفَٰدُ) x1,"V: 69%, N: 31%",62,The Prepared Fire,10,0.308,E*b (عذب) x6; ywm (يوم) x6; Alh (اله) x5; kfr (كفر) x5; ArD (ارض) x5,True,17,high inter-cluster connectivity (17 clusters); in named cluster: The Prepared Fire
Hrm,حرم,83,6,Har~ama (حَرَّمَ) x39; HaraAm (حَرَام) x33; muHar~am (مُحَرَّم) x4,"V: 47%, N: 33%",174,,25,0.422,Alh (اله) x51; qwl (قول) x22; Elm (علم) x18; kwn (كون) x18; Amn (امن) x17,True,39,high inter-cluster connectivity (39 clusters)
xzy,خزي,26,5,>axozayo (أَخْزَيْ) x12; xizoY (خِزْى) x11; muxoziY (مُخْزِى) x1,"N: 50%, V: 50%",0,The Believers' Reward,15,0.538,Alh (اله) x13; E*b (عذب) x13; qwm (قوم) x12; dnw (دنو) x8; Aty (اتي) x7,True,15,high inter-cluster connectivity (15 clusters); in named cluster: The Believers' Reward
rdd,ردد,59,8,rad~a (رَدَّ) x36; {rotad~a (ٱرْتَدَّ) x8; marad~ (مَرَدّ) x6,"V: 76%, N: 24%",4,"Revelation, Speech & Disbelief",30,0.593,Alh (اله) x30; qwl (قول) x18; Amn (امن) x15; Elm (علم) x15; Aty (اتي) x14,True,36,"high inter-cluster connectivity (36 clusters); in named cluster: Revelation, Speech & Disbelief"
xff,خفف,17,5,xaf~afa (خَفَّفَ) x8; xaf~ato (خَفَّتْ) x3; {sotaxaf~a (ٱسْتَخَفَّ) x3,"V: 82%, N: 12%",242,,13,0.588,E*b (عذب) x7; Alh (اله) x6; kwn (كون) x5; nfs (نفس) x4; nZr (نظر) x3,True,11,high inter-cluster connectivity (11 clusters)
qfw,قفو,5,2,qaf~ayo (قَفَّيْ) x4; taqofu (تَقْفُ) x1,V: 100%,4,"Revelation, Speech & Disbelief",4,0.2,Aty (اتي) x3; bny (بني) x3; byn (بين) x2; kll (كلل) x2; ktb (كتب) x2,False,3,"verb-only; rare (5 occ.); in named cluster: Revelation, Speech & Disbelief"
rsl,رسل,513,8,rasuwl (رَسُول) x332; >arosala (أَرْسَلَ) x130; m~urosal (مُّرْسَل) x35,"N: 74%, V: 25%",4,"Revelation, Speech & Disbelief",69,0.538,Alh (اله) x211; qwl (قول) x120; Amn (امن) x107; kwn (كون) x100; byn (بين) x69,True,83,"high inter-cluster connectivity (83 clusters); in named cluster: Revelation, Speech & Disbelief"
Ayd,ايد,11,2,>ay~ada (أَيَّدَ) x9; >ayoyd (أَيْيد) x2,"V: 82%, N: 18%",97,,9,0.182,Alh (اله) x7; bny (بني) x6; kfr (كفر) x5; nSr (نصر) x5; rwH (روح) x4,True,12,high inter-cluster connectivity (12 clusters)
rwH,روح,57,6,riyH (رِيح) x29; ruwH (رُوح) x21; r~awoH (رَّوْح) x3,"N: 98%, V: 2%",97,,40,0.789,rsl (رسل) x19; Alh (اله) x17; kwn (كون) x11; nzl (نزل) x10; $yA (شيا) x9,True,36,high inter-cluster connectivity (36 clusters)
hwy,هوي,38,5,>ahowaA^' (أَهْوَا^ء) x17; hawaA^' (هَوَا^ء) x11; hawaY` (هَوَىٰ) x8,"N: 76%, V: 24%",4,"Revelation, Speech & Disbelief",22,0.684,tbE (تبع) x22; Alh (اله) x18; Elm (علم) x11; rbb (ربب) x9; jyA (جيا) x7,True,20,"high inter-cluster connectivity (20 clusters); in named cluster: Revelation, Speech & Disbelief"
glf,غلف,2,1,gulof (غُلْف) x2,N: 100%,35,,2,0.0,Alh (اله) x2; Amn (امن) x2; kfr (كفر) x2; qlb (قلب) x2; qll (قلل) x2,True,6,noun-only; rare (2 occ.); bridge (6 clusters)
lEn,لعن,41,6,laEana (لَعَنَ) x23; laEonap (لَعْنَة) x14; l~a`Einuwn (لَّٰعِنُون) x1,"V: 56%, N: 44%",156,,18,0.268,Alh (اله) x24; qwl (قول) x11; kfr (كفر) x10; ywm (يوم) x8; qwm (قوم) x7,True,26,high inter-cluster connectivity (26 clusters)
Erf,عرف,70,8,m~aEoruwf (مَّعْرُوف) x38; Earafa (عَرَفَ) x20; {Eotarafu (ٱعْتَرَفُ) x3,"N: 56%, V: 39%",5,The Commanded Self,26,0.286,Alh (اله) x36; Amn (امن) x16; qwl (قول) x16; kwn (كون) x15; Amr (امر) x14,True,35,high inter-cluster connectivity (35 clusters); in named cluster: The Commanded Self
bAs,باس,73,6,bi}osa (بِئْسَ) x40; ba>os (بَأْس) x25; ba>osaA^' (بَأْسَا^ء) x4,"V: 58%, N: 41%",94,,33,0.493,qwl (قول) x25; Alh (اله) x24; kfr (كفر) x18; kwn (كون) x15; qwm (قوم) x14,True,40,high inter-cluster connectivity (40 clusters)
bgy,بغي,96,8,{botagaY` (ٱبْتَغَىٰ) x34; bagaY` (بَغَىٰ) x25; {botigaA^' (ٱبْتِغَا^ء) x14,"V: 68%, N: 32%",7,Sea-Rescue / Bounty / Gratitude,41,0.573,Alh (اله) x55; kwn (كون) x25; qwl (قول) x20; rbb (ربب) x19; fDl (فضل) x18,True,46,high inter-cluster connectivity (46 clusters); in named cluster: Sea-Rescue / Bounty / Gratitude
hwn,هون,26,7,m~uhiyn (مُّهِين) x14; huwn (هُون) x4; hay~in (هَيِّن) x3,"N: 62%, ADJ: 31%",62,The Prepared Fire,19,0.538,E*b (عذب) x19; Alh (اله) x11; kfr (كفر) x8; kwn (كون) x7; qwl (قول) x6,True,23,high inter-cluster connectivity (23 clusters); in named cluster: The Prepared Fire
wry,وري,32,5,"waraA^' (وَرَا^ء) x24; wu,riYa (وُ,رِىَ) x4; tawaArato (تَوَارَتْ) x2","N: 41%, LOC: 38%",172,,25,0.625,Alh (اله) x12; kwn (كون) x11; qwl (قول) x7; Aty (اتي) x6; Zhr (ظهر) x6,True,22,high inter-cluster connectivity (22 clusters)
xlS,خلص,31,7,muxoliS (مُخْلِص) x11; muxolaS (مُخْلَص) x9; xaAliSap (خَالِصَة) x5,"N: 61%, ADJ: 26%",7,Sea-Rescue / Bounty / Gratitude,17,0.839,Alh (اله) x21; Ebd (عبد) x14; dyn (دين) x12; qwl (قول) x9; kwn (كون) x6,True,16,high inter-cluster connectivity (16 clusters); in named cluster: Sea-Rescue / Bounty / Gratitude
Abd,ابد,28,1,>abadFA (أَبَدًا) x28,T: 100%,0,The Believers' Reward,15,0.179,Alh (اله) x19; xld (خلد) x11; Amn (امن) x9; jnn (جنن) x8; dxl (دخل) x7,True,14,high inter-cluster connectivity (14 clusters); in named cluster: The Believers' Reward
qdm,قدم,48,8,qad~ama (قَدَّمَ) x27; qadam (قَدَم) x8; yasotaqodimu (يَسْتَقْدِمُ) x4,"V: 73%, N: 21%",17,Bodily Purity & Prayer,37,0.604,Alh (اله) x20; ydy (يدي) x14; qwl (قول) x14; Axr (اخر) x10; Amn (امن) x9,True,22,high inter-cluster connectivity (22 clusters); in named cluster: Bodily Purity & Prayer
wjd,وجد,107,2,wajada (وَجَدَ) x106; wujod (وُجْد) x1,"V: 99%, N: 1%",17,Bodily Purity & Prayer,32,0.551,Alh (اله) x49; qwl (قول) x32; Amn (امن) x19; kwn (كون) x18; qwm (قوم) x14,True,51,high inter-cluster connectivity (51 clusters); in named cluster: Bodily Purity & Prayer
HrS,حرص,5,3,HaraSo (حَرَصْ) x3; >aHoraS (أَحْرَص) x1; HariyS (حَرِيص) x1,"V: 60%, N: 40%",90,Sin–Mercy Economy,5,0.4,Alh (اله) x3; nws (نوس) x2; rHm (رحم) x2; Amn (امن) x2,False,4,rare (5 occ.); in named cluster: Sin–Mercy Economy
$rk,شرك,168,8,>a$oraka (أَشْرَكَ) x71; mu$orik (مُشْرِك) x44; $ariyk (شَرِيك) x40,"N: 57%, V: 43%",8,Allegiance & the Object of Worship,44,0.696,Alh (اله) x85; qwl (قول) x54; kwn (كون) x50; $yA (شيا) x27; rbb (ربب) x23,True,45,high inter-cluster connectivity (45 clusters); in named cluster: Allegiance & the Object of Worship
wdd,ودد,29,5,wad~a (وَدَّ) x17; m~awad~ap (مَّوَدَّة) x8; waduwd (وَدُود) x2,"V: 59%, N: 34%",0,The Believers' Reward,18,0.345,Alh (اله) x16; kwn (كون) x11; kfr (كفر) x10; byn (بين) x8; Amn (امن) x7,True,24,high inter-cluster connectivity (24 clusters); in named cluster: The Believers' Reward
AHd,احد,85,2,>aHad (أَحَد) x74; <iHodaY (إِحْدَى) x11,N: 100%,17,Bodily Purity & Prayer,33,0.553,Alh (اله) x41; qwl (قول) x37; rbb (ربب) x19; kwn (كون) x17; Elm (علم) x16,True,42,noun-only; high inter-cluster connectivity (42 clusters); in named cluster: Bodily Purity & Prayer
Emr,عمر,24,10,Eumur (عُمُر) x7; yuEam~aru (يُعَمَّرُ) x5; Eamaru (عَمَرُ) x4,"N: 54%, V: 46%",135,,14,0.625,Alh (اله) x11; kwn (كون) x7; Elm (علم) x5; sjd (سجد) x4; ArD (ارض) x4,True,23,high inter-cluster connectivity (23 clusters)
Alf,الف,22,4,>alof (أَلْف) x14; >al~afa (أَلَّفَ) x5; <ila`f (إِلَٰف) x2,"N: 77%, V: 23%",78,,12,0.318,Alh (اله) x8; snw (سنو) x6; kwn (كون) x5; mlk (ملك) x4; rbb (ربب) x4,True,14,high inter-cluster connectivity (14 clusters)
snw,سنو,20,3,siniyn (سِنِين) x12; sanap (سَنَة) x7; sanaA (سَنَا) x1,"N: 95%, T: 5%",78,,17,0.8,qwl (قول) x7; Alf (الف) x6; Edd (عدد) x6; lbv (لبث) x6; Alh (اله) x5,True,18,high inter-cluster connectivity (18 clusters)
zHzH,زحزح,2,2,muzaHoziH (مُزَحْزِح) x1; zuHoziHa (زُحْزِحَ) x1,"N: 50%, V: 50%",96,Dunya vs. Ākhirah,2,0.0,Hyy (حيي) x2,False,1,rare (2 occ.); in named cluster: Dunya vs. Ākhirah
nb*,نبذ,12,2,naba*a (نَبَذَ) x10; {ntaba*ato (ٱنتَبَذَتْ) x2,V: 100%,142,,10,0.667,Alh (اله) x3; ktb (كتب) x3; Ax* (اخذ) x3; kwn (كون) x3; frq (فرق) x2,True,7,verb-only; bridge (7 clusters)
sHr,سحر,63,7,siHor (سِحْر) x28; sa`Hir (سَٰحِر) x22; m~asoHuwr (مَّسْحُور) x4,"N: 95%, V: 5%",4,"Revelation, Speech & Disbelief",27,0.937,qwl (قول) x44; jyA (جيا) x18; byn (بين) x14; Elm (علم) x11; Aty (اتي) x11,True,22,"high Meccan concentration; high inter-cluster connectivity (22 clusters); in named cluster: Revelation, Speech & Disbelief"
ftn,فتن,60,5,fitonap (فِتْنَة) x34; fatanu (فَتَنُ) x23; futuwn (فُتُون) x1,"N: 62%, V: 38%",156,,32,0.567,Alh (اله) x23; qwl (قول) x20; rbb (ربب) x14; Elm (علم) x12; kwn (كون) x11,True,32,high inter-cluster connectivity (32 clusters)
mrA,مرا,38,6,{mora>at (ٱمْرَأَت) x26; {mori} (ٱمْرِئ) x5; maro' (مَرْء) x4,"N: 97%, ADJ: 3%",19,Household Law & Lineage,22,0.632,qwl (قول) x17; kwn (كون) x15; Alh (اله) x12; Elm (علم) x10; kll (كلل) x9,True,23,high inter-cluster connectivity (23 clusters); in named cluster: Household Law & Lineage
Drr,ضرر,74,11,yaDur~a (يَضُرَّ) x19; Dur~ (ضُرّ) x19; Dar~ (ضَرّ) x10,"N: 61%, V: 39%",90,Sin–Mercy Economy,31,0.581,Alh (اله) x47; qwl (قول) x24; $yA (شيا) x21; nfE (نفع) x17; mss (مسس) x17,True,38,high inter-cluster connectivity (38 clusters); in named cluster: Sin–Mercy Economy
nfE,نفع,50,3,nafaEa (نَفَعَ) x31; nafoE (نَفْع) x11; mana`fiE (مَنَٰفِع) x8,"V: 62%, N: 38%",90,Sin–Mercy Economy,31,0.64,Alh (اله) x24; qwl (قول) x20; Drr (ضرر) x17; kwn (كون) x10; mlk (ملك) x10,True,30,high inter-cluster connectivity (30 clusters); in named cluster: Sin–Mercy Economy
vwb,ثوب,28,6,vawaAb (ثَوَاب) x13; viyaAb (ثِيَاب) x8; >ava`ba (أَثَٰبَ) x3,"N: 86%, V: 14%",0,The Believers' Reward,15,0.357,Alh (اله) x14; Elm (علم) x6; End (عند) x6; xyr (خير) x6; Amn (امن) x5,True,19,high inter-cluster connectivity (19 clusters); in named cluster: The Believers' Reward
rEy,رعي,10,6,ra`Ei (رَٰعِ) x2; raEa (رَعَ) x2; ra`Euwn (رَٰعُون) x2,"N: 60%, V: 40%",126,,9,0.6,Amn (امن) x5; qwl (قول) x3; kfr (كفر) x2; nZr (نظر) x2; smE (سمع) x2,True,8,bridge (8 clusters)
Ahl,اهل,127,1,>ahol (أَهْل) x127,N: 100%,4,"Revelation, Speech & Disbelief",40,0.583,qwl (قول) x46; Alh (اله) x42; kwn (كون) x34; ktb (كتب) x33; Amn (امن) x28,True,65,"noun-only; high inter-cluster connectivity (65 clusters); in named cluster: Revelation, Speech & Disbelief"
xSS,خصص,4,3,yaxotaS~u (يَخْتَصُّ) x2; xaA^S~ap (خَا^صَّة) x1; xaSaASap (خَصَاصَة) x1,"V: 50%, N: 50%",7,Sea-Rescue / Bounty / Gratitude,4,0.0,Alh (اله) x3; $yA (شيا) x2; EZm (عظم) x2; fDl (فضل) x2; rHm (رحم) x2,True,6,rare (4 occ.); bridge (6 clusters); in named cluster: Sea-Rescue / Bounty / Gratitude
nsx,نسخ,4,3,yansaxu (يَنسَخُ) x2; nusoxat (نُسْخَت) x1; nasotansixu (نَسْتَنسِخُ) x1,"V: 75%, N: 25%",4,"Revelation, Speech & Disbelief",4,0.5,Alh (اله) x2; Ayy (ايي) x2; Elm (علم) x2,False,2,"rare (4 occ.); in named cluster: Revelation, Speech & Disbelief"
sbl,سبل,176,1,sabiyl (سَبِيل) x176,N: 100%,66,Jihād fī Sabīl Allāh,47,0.426,Alh (اله) x112; qwl (قول) x42; kwn (كون) x41; Amn (امن) x37; Dll (ضلل) x34,True,68,noun-only; high inter-cluster connectivity (68 clusters); in named cluster: Jihād fī Sabīl Allāh
Hsd,حسد,5,3,Hasada (حَسَدَ) x3; Hasad (حَسَد) x1; HaAsid (حَاسِد) x1,"V: 60%, N: 40%",4,"Revelation, Speech & Disbelief",4,0.4,Alh (اله) x3; Aty (اتي) x2; ktb (كتب) x2,False,2,"rare (5 occ.); in named cluster: Revelation, Speech & Disbelief"
SfH,صفح,8,2,yaSofaHu (يَصْفَحُ) x6; SafoH (صَفْح) x2,"V: 75%, N: 25%",125,,6,0.5,Alh (اله) x4; Efw (عفو) x4; Aty (اتي) x3; Amn (امن) x2; Hqq (حقق) x2,True,7,bridge (7 clusters)
hAt,هات,4,1,haAtu (هَاتُ) x4,V: 100%,257,,4,0.75,brhn (برهن) x4; qwl (قول) x4; kwn (كون) x3; Alh (اله) x3; Sdq (صدق) x2,False,3,verb-only; rare (4 occ.)
brhn,برهن,8,1,buroha`n (بُرْهَٰن) x8,N: 100%,257,,7,0.75,hAt (هات) x4; kwn (كون) x4; qwl (قول) x4; rbb (ربب) x4; Alh (اله) x4,False,4,noun-only
wjh,وجه,78,5,wajoh (وَجْه) x72; wajiyh (وَجِيه) x2; waj~aho (وَجَّهْ) x2,"N: 95%, V: 4%",17,Bodily Purity & Prayer,38,0.564,Alh (اله) x32; kwn (كون) x16; qwm (قوم) x15; qwl (قول) x14; rbb (ربب) x11,True,41,high inter-cluster connectivity (41 clusters); in named cluster: Bodily Purity & Prayer
lys,ليس,89,1,l~ayosa (لَّيْسَ) x89,V: 100%,8,Allegiance & the Object of Worship,33,0.539,Alh (اله) x49; qwl (قول) x29; Elm (علم) x27; kwn (كون) x24; rbb (ربب) x15,True,41,verb-only; high inter-cluster connectivity (41 clusters); in named cluster: Allegiance & the Object of Worship
mnE,منع,17,5,m~anaEa (مَّنَعَ) x12; m~an~aAE (مَّنَّاع) x2; mamonuwEap (مَمْنُوعَة) x1,"V: 71%, N: 18%",443,,16,0.765,Alh (اله) x6; qwl (قول) x6; Amn (امن) x4; xyr (خير) x4; Aty (اتي) x4,True,12,high inter-cluster connectivity (12 clusters)
sEy,سعي,30,2,saEaY` (سَعَىٰ) x20; saEoy (سَعْي) x10,"V: 67%, N: 33%",183,,20,0.667,Alh (اله) x8; qwl (قول) x7; Amn (امن) x6; ywm (يوم) x5; E*b (عذب) x4,True,21,high inter-cluster connectivity (21 clusters)
